input,target 
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/1P5N/P1PPPPPP/RNBQKBR1 w Qkq - 1 5',-155
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qq - 1 5',-130
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/8/P6N/1PPPPPPP/RNBQKBR1 w Qkq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/6P1/7N/PPPPPP1P/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qq - 1 5',-140
b'r1bqk2r/ppppbppp/2n2n2/4p3/5P2/7N/PPPPP1PP/RNBQKBR1 w Qkq - 1 5',-150
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/4P3/7N/PPPP1PPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqk2r/ppppbppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqk2r/ppppbppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qkq - 1 5',-100
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-90
b'r1bqkbr1/pppp1ppp/2n2n2/4p3/3P4/7N/PPP1PPPP/RNBQKBR1 w Qq - 1 5',-90
